Muscle_vL	0.991	258981	256722	4254	252987	851
M135_KID_RNA	0.987	127247	125549	1762	124013	833
M135_LU_RNA	0.988	250660	247534	3055	243951	858
M135_GON_RNA	0.990	318519	315410	3399	312490	892
M135_RET_RNA	0.630	354281	223224	2073	220736	119
M135_RPE_RNA	0.988	297420	293885	4413	289853	703
M135_SPL_RNA	0.991	264006	261556	2794	258541	895
M135_THY_RNA	0.989	221310	218872	2403	217020	835
M148_KID_RNA	0.988	193954	191653	2352	189646	893
M148_GON_RNA	0.990	264153	261628	4728	256727	807
M148_LU_RNA	0.987	282348	278632	3482	275293	878
M148_SPL_RNA	0.989	110275	109033	1741	107590	818
M148_RET_RNA	0.800	284728	227783	2093	224947	83
M148_THY_RNA	0.819	176496	144526	1189	143200	136
M148_RPE_RNA	0.962	349372	336254	3600	331876	193
M355_GON_RNA	0.989	255753	252925	3125	250392	842
M355_LU_RNA	0.988	115908	114572	2304	112404	825
M355_KID_RNA	0.989	324133	320589	3214	317118	948
M355_RET_RNA	0.747	258271	192809	1913	190475	122
M355_RPE_RNA	0.990	309661	306611	5321	301568	775
M355_THY_RNA	0.990	171892	170152	2835	167179	826
M355_SPL_RNA	0.990	326827	323502	3427	319898	937
