Muscle_hFXN_vL	0.992	330341	327605	4490	323523	851
M135_LIV_3_RNA	0.991	36379	36034	1409	34902	722
M135_LIV_1_RNA	0.991	127637	126548	3067	123987	798
M135_L_QUA_RNA	0.991	190731	188998	3606	185796	791
M135_LIV_2_RNA	0.991	263672	261382	4821	256683	801
M135_HRT_1_RNA	0.992	269095	266841	5105	261936	801
M135_LIV_4_RNA	0.990	330262	327051	4700	321592	803
M135_L_HAM_1_RNA	0.991	330460	327363	4789	321802	795
M135_L_HAM_2_RNA	0.990	335861	332560	4717	326940	803
M135_L_BIC_RNA	0.991	416401	412564	4668	406909	781
M135_HRT_2_RNA	0.991	422592	418822	6573	411602	801
M135_L_GA_RNA	0.991	427499	423690	4680	417453	809
M135_DIA_RNA	0.990	434004	429598	4760	423334	815
M135_L_TRI_1_RNA	0.990	402616	398505	4144	392935	800
M135_L_PM_RNA	0.990	500572	495524	4831	488707	868
M135_L_TRI_2_RNA	0.991	380619	377098	3875	371987	811
M135_L_TA_RNA	0.992	526200	521983	5647	514771	891
M135_L_AB_RNA	0.991	536056	531090	6470	522637	807
M135_R_QUA_1_RNA	0.992	211427	209670	4463	205101	768
M135_R_QUA_3_RNA	0.991	240634	238460	3889	234259	779
M135_R_HAM_2_RNA	0.992	353610	350650	5373	344294	802
M135_R_AB_RNA	0.991	514341	509536	6802	501361	801
M135_R_GA_1_RNA	0.991	388288	384751	4648	378959	809
M135_R_BIC_2_RNA	0.990	450237	445702	4521	439633	810
M135_R_HAM_1_RNA	0.991	395275	391865	6399	383759	813
M135_R_QUA_2_RNA	0.991	292725	290205	4965	284776	788
M135_R_GA_2_RNA	0.991	409563	405732	4612	399742	814
M148_HRT_2_RNA	0.991	114018	112991	2317	111025	782
M135_R_BIC_1_RNA	0.991	534432	529577	5337	522046	812
M135_R_PM_1_RNA	0.990	406952	402978	4610	396923	830
M148_LIV_1_RNA	0.990	142818	141416	2952	139130	850
M148_LIV_3_RNA	0.990	133744	132403	2674	130405	849
M148_LIV_2_RNA	0.991	139117	137856	2751	135791	850
M135_R_PM_2_RNA	0.991	440172	436114	4923	429490	810
M135_R_TA_RNA	0.992	358295	355370	5621	348361	792
M148_LIV_4_RNA	0.990	138865	137493	2671	135479	851
M135_R_TRI_2_RNA	0.991	382626	379031	4228	373381	783
M135_R_TRI_1_RNA	0.991	399948	396232	5009	389697	767
M148_HRT_1_RNA	0.990	332215	328985	4603	324080	842
M148_DIA_RNA	0.990	453007	448544	3357	445060	943
M148_L_PM_RNA	0.990	185455	183684	2202	181200	791
M148_L_AB_RNA	0.990	397284	393319	2941	390498	865
M148_R_AB_RNA	0.990	239565	237131	2740	233774	804
M148_L_BIC_2_RNA	0.991	350720	347428	4962	341765	831
M148_L_HAM_RNA	0.990	345637	342192	3672	338468	891
M148_L_BIC_1_RNA	0.991	460586	456327	5933	449082	839
M148_L_GA_1_RNA	0.991	409336	405610	4239	400086	909
M148_L_QUA_2_RNA	0.989	374320	370124	3435	365958	913
M148_L_GA_2_RNA	0.991	410402	406550	4077	401255	924
M148_L_QUA_1_RNA	0.990	425390	421110	3691	416576	952
M148_L_TA_RNA	0.991	498341	494084	5766	486746	950
M148_R_BIC_1_RNA	0.992	464899	460997	6750	452238	868
M148_L_TRI_1_RNA	0.990	512769	507675	3903	503297	957
M148_R_BIC_2_RNA	0.991	442858	439050	5996	431196	835
M148_R_PM_2_RNA	0.990	302208	299163	2800	296587	845
M148_R_HAM_2_RNA	0.991	325083	322239	4649	316556	864
M148_R_GA_1_RNA	0.992	477720	473938	7288	464269	864
M148_R_HAM_1_RNA	0.992	347853	345206	5350	339261	884
M148_R_TRI_2_RNA	0.991	192388	190646	2436	187784	791
M148_R_PM_1_RNA	0.991	342385	339263	3236	336265	810
M148_R_GA_2_RNA	0.991	489399	485195	6248	476734	878
M148_R_QUA_3_RNA	0.990	420456	416329	4919	409930	849
M148_R_TRI_1_RNA	0.990	406597	402598	3836	397629	885
M148_R_QUA_2_RNA	0.991	466209	461927	5528	454599	861
M148_R_QUA_1_RNA	0.991	485849	481360	6216	473692	851
M148_R_TA_RNA	0.991	460916	456990	5921	450614	925
